No of bedrooms,No of bathrooms,living area,No of floors,waterfront present,No of views,house condition,house grade,Built Year,Renovation Year,Lattitude,Longitude,living_area_renov,Price,Total floor area,Total lot area
3,2.0,1610,1.0,0,0,4,7,1917,0,52.7721,-114.578,1040,485000,1610,8560
4,2.5,2180,1.0,0,0,4,8,1968,0,52.9776,-114.276,1790,480500,2180,22400
2,1.0,820,1.0,0,0,3,7,1921,0,52.8923,-114.529,1370,475000,820,6573
3,2.0,1760,2.0,0,0,4,7,1985,0,52.8834,-114.318,2010,460000,1760,18438
3,1.75,1500,1.0,0,0,4,6,1947,0,52.7989,-114.474,1740,440000,1500,12360
2,2.0,1350,1.0,0,0,3,8,2003,0,52.9394,-114.22,1440,428000,1350,7800
2,2.5,1150,3.0,0,0,3,8,2008,0,52.8834,-114.546,1360,425000,1150,2237
2,1.5,1040,1.5,0,0,4,6,1904,0,52.818,-114.494,1340,420000,1040,4713
3,2.25,1770,2.0,0,0,3,7,1977,0,52.9466,-114.426,1650,420000,1770,16330
3,2.25,1606,3.0,0,0,3,8,2009,0,52.9475,-114.474,1516,417250,1606,3391
4,3.0,1830,2.0,0,0,3,7,1991,0,52.9679,-114.414,1740,415000,1830,19298
4,2.75,2140,1.0,0,0,3,7,1968,0,52.9983,-114.442,2360,409500,2140,24000
3,2.25,1660,1.0,0,0,4,8,1961,0,52.9875,-114.542,2510,405000,1660,16107
5,1.75,3000,1.0,0,0,5,7,1958,0,52.722,-114.415,2230,380000,3000,13125
2,1.0,1640,1.0,0,0,3,7,1978,0,52.8697,-114.143,2440,379500,1640,35185
3,2.5,1830,2.0,0,0,3,8,1990,0,52.6038,-114.232,1940,375000,1830,20038
5,2.75,2410,1.0,0,0,3,7,2008,0,52.7598,-114.464,1590,365000,2410,10006
2,1.0,820,1.0,0,0,4,7,1944,0,52.78,-114.569,1490,361280,820,12800
5,2.5,2420,1.0,0,2,3,7,1978,0,52.762,-114.475,2210,352000,2420,15600
3,1.0,1010,1.0,0,0,3,6,1981,0,52.9174,-114.358,1470,350000,1010,18720
3,2.25,1630,2.0,0,0,4,7,1985,0,52.6579,-114.351,1730,339950,1630,22243
2,1.0,820,3.0,0,0,3,8,2006,0,52.8919,-114.542,820,339950,820,1837
3,2.0,1570,1.0,0,0,4,7,1952,0,52.9801,-114.504,1410,335000,1570,14634
3,1.0,1040,1.0,0,0,4,7,1968,0,52.7112,-114.287,1660,314950,1040,33972
3,1.75,1870,1.0,0,0,4,8,1957,0,52.5658,-114.51,1950,314500,1870,25048
3,1.75,2190,1.0,0,0,4,8,1967,0,52.5398,-114.571,1980,313000,2190,9716
3,1.75,1840,1.0,0,0,4,7,1974,0,52.659,-114.344,1590,310000,1840,20543
3,1.75,2070,1.0,0,0,4,7,1973,0,52.655,-114.376,2011,310000,2070,57014
3,2.5,1600,2.0,0,0,3,7,2013,0,52.737,-114.371,1500,305450,1600,14662
2,1.0,760,1.0,0,0,3,6,1913,0,52.8174,-114.501,1750,300000,760,8001
3,2.5,1600,2.0,0,0,3,7,2000,0,52.5603,-114.459,1700,280000,1600,9017
3,2.5,1600,2.0,0,0,4,8,1993,0,52.5834,-114.247,1700,275000,1600,14000
5,1.5,1500,1.0,0,0,5,6,1920,0,52.6992,-114.54,1200,265000,1500,14224
5,2.25,2060,1.0,0,0,3,7,1962,0,52.7177,-114.525,1010,255000,2060,20312
3,1.75,1250,1.0,0,0,3,7,1994,0,52.5577,-114.191,1980,253000,1250,20297
1,1.0,1100,1.0,0,0,2,6,1947,0,52.6953,-114.528,1100,250000,1100,11873
3,1.0,1110,1.0,0,0,3,7,1952,0,52.7018,-114.532,1140,249000,1110,17506
4,1.75,1720,1.0,0,0,5,7,1960,0,52.5914,-114.309,1220,248500,1720,20036
3,1.0,1400,1.0,0,0,3,6,1944,0,52.7098,-114.533,1070,246000,1400,14820
3,1.5,1260,2.0,0,0,3,7,2005,0,52.9411,-114.521,1260,245000,1260,2742
3,2.0,1410,1.0,0,0,3,7,1985,0,52.5974,-114.372,1570,239900,1410,14776
3,2.5,1920,2.0,0,0,3,8,1988,0,52.7118,-114.421,1930,230000,1920,16432
3,1.75,1640,1.0,0,0,3,7,1988,0,52.5886,-114.264,1680,226500,1640,21021
3,1.5,1380,1.0,0,0,3,7,1960,0,52.5446,-114.513,1380,209950,1380,20330
4,1.0,1490,1.0,0,0,3,7,1969,0,52.7135,-114.522,1280,185000,1490,13200
2,1.0,1040,1.0,0,0,5,6,1912,0,52.6177,-114.424,910,160000,1040,18180
2,1.0,910,1.0,0,0,3,6,1956,0,52.5077,-114.442,1326,100000,910,31891
6,3.0,3510,2.5,0,0,4,10,1906,0,52.8563,-114.502,3450,1750000,3510,11520
3,1.75,2430,1.0,0,2,4,8,1952,0,52.8501,-114.399,2930,1500000,2430,25207
5,3.25,2800,1.5,0,0,5,10,1932,2002,52.8721,-114.54,2450,1310000,2800,6700
4,3.25,3820,2.0,0,1,4,11,1990,0,52.7563,-114.417,2900,1250000,3820,42952
4,3.0,2920,1.0,0,3,5,8,1964,0,52.8464,-114.294,2970,1050000,2920,49186
4,1.0,3410,2.0,0,0,5,8,1910,0,52.8107,-114.481,2550,1040000,3410,10000
3,2.75,2015,2.0,1,4,3,9,2007,0,52.68,-114.567,1780,988500,2015,29117
5,2.5,3160,1.0,0,0,4,9,1971,0,52.7668,-114.406,3260,980000,3160,22940
3,3.25,2640,2.0,0,0,3,9,1912,2000,52.8936,-114.516,1990,930000,2640,8160
3,2.5,2920,3.0,0,0,3,10,2008,0,52.761,-114.394,2920,868500,2920,7884
4,2.0,1910,1.5,0,0,5,8,1941,0,52.9193,-114.538,1360,835000,1910,10260
5,3.0,3040,1.0,0,0,5,9,1968,0,52.7862,-114.41,3180,830000,3040,21991
3,2.75,3010,2.0,0,0,3,9,2011,0,52.8136,-114.184,2950,785000,3010,6042
4,1.75,2480,1.0,0,0,3,7,1950,0,52.814,-114.385,2440,780000,2480,18390
4,2.5,2660,2.0,0,2,3,9,2003,0,52.7739,-114.186,3620,753888,2660,11000
3,2.5,1690,1.5,0,1,4,8,1928,0,52.8141,-114.573,2140,719000,1690,11700
4,2.5,3290,2.0,0,0,3,9,2002,0,52.8281,-114.166,3100,716500,3290,12394
3,1.0,1250,1.5,0,0,4,7,1900,0,52.881,-114.531,1900,712000,1250,9020
3,1.75,1320,1.5,0,0,5,7,1918,0,52.8148,-114.581,1440,660000,1320,11500
4,1.75,2060,1.0,0,0,4,8,1947,0,52.6744,-114.541,2590,647500,2060,47927
2,1.75,1230,1.5,0,0,5,7,1925,0,52.8723,-114.551,1210,636000,1230,8100
2,1.0,1540,1.0,0,0,4,7,1946,0,52.8754,-114.563,1420,615000,1540,12410
3,2.5,1750,2.0,0,0,4,7,1991,0,52.9253,-114.389,1750,595000,1750,7640
2,3.0,3160,2.0,0,0,3,7,1993,0,52.9779,-114.224,3140,589900,3160,105436
4,2.25,2250,2.0,0,0,3,8,1980,0,52.8995,-114.24,2350,569000,2250,79608
2,2.0,1870,1.0,0,0,3,8,2006,0,52.9495,-114.212,1670,559950,1870,9750
2,2.5,1360,2.0,0,0,3,8,1997,0,52.8554,-114.482,1430,553650,1360,5749
3,2.25,1780,2.0,0,2,3,8,1988,0,52.6875,-113.938,2440,545000,1780,278348
6,2.25,2820,1.5,0,2,5,7,1940,0,52.6935,-114.552,2520,543200,2820,23397
4,1.75,1840,1.0,0,0,3,7,1967,0,52.8879,-114.315,1770,538000,1840,19320
4,2.5,2550,2.0,0,0,3,7,2005,0,52.8228,-114.194,2550,537500,2550,9781
4,2.5,2280,2.0,0,0,3,8,2004,0,52.9537,-114.266,2300,535000,2280,163410
3,1.0,1670,1.0,0,0,3,7,1967,0,52.9199,-114.511,1560,533000,1670,8160
3,1.75,1980,1.0,0,0,4,8,1973,0,52.8698,-114.303,2120,530000,1980,14040
4,2.75,2280,1.5,0,0,4,7,1930,0,52.9171,-114.497,1680,530000,2280,6650
3,2.25,2430,1.0,0,0,3,8,1974,0,52.7049,-114.282,2800,524000,2430,112401
2,1.0,1060,1.0,0,0,3,7,1926,0,52.9196,-114.521,1420,515000,1060,9920
3,1.75,1410,3.0,0,0,3,8,2012,0,52.8858,-114.538,1350,500000,1410,3709
2,1.5,1110,2.0,0,0,3,8,2005,0,52.8619,-114.552,1680,499000,1110,2061
3,2.5,2310,2.0,0,0,3,8,2011,0,53.0034,-114.427,2440,494000,2310,10961
5,2.25,2440,1.5,0,0,4,8,1975,0,52.6062,-114.348,2670,489990,2440,35300
3,2.0,1510,1.0,0,0,3,7,1954,0,52.9518,-114.269,2060,450000,1510,111316
2,1.5,1020,3.0,0,0,3,8,2008,0,52.9101,-114.538,1340,441750,1020,2475
2,1.0,980,2.0,0,0,3,8,2010,0,52.8681,-114.565,1190,438000,980,2779
3,1.75,1310,1.0,0,0,4,7,1976,0,52.9144,-114.301,1310,437000,1310,18030
3,1.75,1460,1.0,0,0,3,7,1979,0,52.9281,-114.317,1720,424500,1460,14980
3,2.5,1540,3.0,0,0,3,8,2008,0,52.9261,-114.531,1540,413450,1540,4618
2,1.0,1020,1.0,0,0,4,7,1948,0,52.9557,-114.551,1430,405000,1020,16312
3,2.75,2090,2.0,0,0,3,8,2012,0,52.9636,-114.155,2280,403000,2090,14702
3,2.5,1960,1.0,0,0,4,7,1977,0,52.9549,-114.368,1960,402000,1960,16000
3,1.75,1890,1.0,0,0,3,7,1944,0,52.9627,-114.496,1380,385000,1890,19006
6,2.25,3206,2.0,0,0,3,7,2012,0,52.599,-114.477,2527,375000,3206,11597
2,1.5,960,2.0,0,0,3,7,1993,0,52.8483,-114.488,1290,358000,960,3476
4,1.75,2250,1.0,0,0,4,8,1940,0,52.6089,-114.419,2150,350000,2250,26023
3,1.75,1590,1.0,0,0,3,7,1988,0,52.7115,-114.342,2980,349000,1590,19018
4,2.5,2460,2.0,0,0,3,9,1989,0,52.5361,-114.539,2390,347500,2460,15918
3,1.5,2240,1.5,0,0,2,7,1980,0,52.5343,-114.284,1920,335000,2240,197831
2,2.0,1550,1.5,0,0,2,7,1972,0,52.7445,-114.043,1600,330000,1550,653400
4,2.5,2320,2.0,0,0,3,8,2004,0,52.5801,-114.33,2150,325900,2320,12540
2,1.25,860,2.0,0,0,3,7,2007,0,52.8142,-114.504,1280,321950,860,2542
3,1.75,1890,1.0,0,0,5,7,1966,0,52.6456,-114.339,1500,307000,1890,16252
3,2.0,1240,1.0,0,0,3,7,1967,2010,52.679,-114.345,1480,297950,1240,19640
2,1.75,2200,1.0,0,0,3,7,1973,0,52.6933,-114.166,2590,295000,2200,178596
3,2.5,1920,2.0,0,0,3,8,1993,0,52.4959,-114.5,2310,295000,1920,15238
4,2.5,1810,2.0,0,0,3,7,1994,0,52.5831,-114.333,1760,270000,1810,13926
3,2.5,1940,1.0,0,0,3,7,1989,0,52.5791,-114.367,1750,266000,1940,16350
4,2.5,2020,2.0,0,0,3,7,2002,0,52.5096,-114.437,1940,262000,2020,11312
4,1.5,2130,1.0,0,0,3,7,1962,0,52.613,-114.478,1480,260000,2130,16920
4,1.75,1730,1.0,0,0,3,7,1977,0,52.557,-114.551,1840,258000,1730,18120
3,1.75,1390,1.0,0,0,4,7,1975,0,52.6483,-114.372,1460,246000,1390,15199
3,1.5,1260,1.0,0,0,4,7,1955,0,52.6607,-114.524,1510,245000,1260,16740
2,1.0,1270,1.0,0,0,4,6,1923,0,52.7651,-114.469,1270,235000,1270,4522
3,1.75,950,1.0,0,0,3,6,1939,0,52.7571,-114.506,1360,230000,950,12000
3,1.0,1390,1.0,0,0,4,6,1960,0,52.5198,-114.441,1420,230000,1390,26000
3,2.5,1190,2.0,0,0,3,7,2002,0,52.7233,-114.465,1190,229000,1190,6000
4,1.75,2000,1.0,0,0,3,7,1965,0,52.7335,-114.448,1880,228000,2000,12240
4,1.0,2100,1.0,0,0,3,7,1959,0,52.706,-114.482,1540,211000,2100,19233
3,1.0,1490,1.0,0,0,4,7,1954,0,52.7201,-114.493,1490,207000,1490,17995
2,1.0,720,1.0,0,0,3,6,1955,0,52.7567,-114.55,1357,205000,720,10160
2,1.5,980,2.0,0,0,3,7,1922,2003,52.9376,-113.549,1040,134000,980,10000
2,1.0,520,1.0,0,0,2,5,1951,0,52.7099,-114.486,1572,82500,520,32904
3,2.25,3000,1.5,1,4,3,11,2001,0,52.8184,-114.276,3000,2400000,3000,27624
5,6.5,7270,2.0,0,0,3,12,2010,0,52.7671,-114.172,1800,2240000,7270,174907
5,4.5,5190,2.0,0,2,3,11,1987,2000,52.8146,-114.413,4460,1700000,5190,28180
4,2.75,3720,1.0,0,4,5,10,1962,0,52.7927,-114.346,2900,1370000,3720,18055
4,4.25,5860,2.0,0,0,4,10,1996,0,52.9545,-114.285,3320,1160000,5860,91955
4,2.25,4230,2.0,0,0,3,11,1989,0,52.9587,-114.267,3890,985000,4230,74803
4,3.0,3750,2.0,0,0,3,10,1976,0,52.8667,-114.249,2930,920000,3750,23860
3,2.5,3560,2.0,0,0,3,10,1987,0,52.8952,-114.239,3660,851000,3560,196588
4,3.5,3810,1.0,0,1,3,9,2013,0,52.7434,-114.39,3230,839900,3810,22903
4,2.75,3780,2.0,0,0,3,10,1999,0,52.819,-114.173,3500,833000,3780,21048
4,3.25,3540,2.0,0,0,3,9,2007,0,52.8585,-114.089,1940,800000,3540,551470
4,2.5,2830,2.0,0,0,3,10,1979,0,52.8762,-114.381,2830,782000,2830,34077
4,3.5,2730,2.0,0,0,3,8,2006,0,52.8097,-114.581,1980,769900,2730,7647
4,2.75,2790,2.0,0,0,3,10,1996,0,52.7815,-114.27,3080,765000,2790,23422
3,2.25,2950,1.5,0,0,3,9,2006,0,52.8217,-114.258,3880,759000,2950,157686
4,2.75,3100,2.0,0,0,3,8,1919,1996,52.8458,-114.481,2130,742500,3100,7550
2,2.5,2200,1.0,0,3,3,8,2007,0,52.4758,-114.192,2700,705000,2200,273142
3,3.0,2480,1.0,0,0,4,8,1976,0,52.9891,-114.263,1260,610000,2480,59402
4,2.5,2260,2.0,0,0,3,9,1989,0,52.8052,-114.185,2690,604000,2260,16677
4,2.25,2430,1.0,0,0,3,9,1993,0,52.9942,-114.238,2750,590000,2430,68002
4,3.25,2400,2.0,0,0,4,8,1982,0,52.973,-114.321,2280,585000,2400,74252
4,2.5,2660,2.0,0,0,3,8,2001,0,52.9176,-114.228,2330,583000,2660,8517
4,2.5,2840,2.0,0,0,3,9,1998,0,52.9686,-114.425,2790,580000,2840,12794
3,2.25,1660,1.0,0,0,4,8,1980,0,52.9189,-114.318,2100,566000,1660,20265
4,2.25,2470,2.0,0,0,3,8,1984,0,52.9814,-114.476,2270,565000,2470,14847
4,2.5,2840,2.0,0,0,3,8,2012,0,52.9978,-114.427,2840,557000,2840,9439
4,2.5,2330,2.0,0,0,4,8,1978,0,52.8216,-114.338,2210,542500,2330,27112
4,1.75,2000,1.5,0,0,5,7,1926,0,52.7959,-114.565,1430,536500,2000,8000
3,1.75,1300,1.5,0,0,3,7,1925,1992,52.9288,-114.51,1590,536000,1300,11793
5,3.0,3480,1.0,0,0,4,8,1976,0,52.6874,-114.214,2020,532000,3480,98445
3,2.5,2030,2.0,0,0,4,8,1991,0,52.8018,-114.189,2000,525000,2030,13110
3,2.0,1400,1.0,0,0,4,7,1963,0,52.816,-114.31,1600,511555,1400,15253
3,2.5,2100,2.0,0,2,3,8,1999,0,52.7634,-114.057,1890,505000,2100,9964
3,1.75,1750,1.0,0,1,4,7,1987,0,52.8399,-114.248,2310,491300,1750,22680
2,1.0,1840,1.5,0,0,4,6,1910,0,52.9057,-114.552,1320,490000,1840,7300
3,2.0,1410,1.0,0,0,3,7,1940,0,52.9152,-114.568,1190,481450,1410,8640
4,2.5,1930,1.0,0,0,4,9,1968,0,52.5667,-114.525,2100,465000,1930,20107
2,1.0,1150,1.0,0,0,4,7,1905,0,52.8526,-114.482,1240,463000,1150,8800
4,1.75,1750,1.5,0,0,5,7,1926,0,52.9102,-114.578,1640,460000,1750,11000
4,2.0,1650,1.0,0,0,5,7,1959,0,52.8134,-114.497,1540,445000,1650,12000
2,2.0,1150,1.0,0,0,3,7,1940,0,52.9301,-114.499,1680,445000,1150,13526
4,2.25,2170,1.0,0,2,4,8,1960,0,52.6694,-114.528,2080,431000,2170,21519
3,1.0,1620,1.5,0,0,4,7,1911,1977,52.8019,-114.309,2440,428750,1620,59562
4,2.25,3060,2.0,0,0,3,8,1992,0,52.5697,-114.108,2090,415000,3060,97574
4,2.5,2600,2.0,0,0,3,10,1988,0,52.5353,-114.53,2820,402500,2600,24044
3,2.25,1445,2.0,0,0,3,7,2003,0,52.7648,-114.262,1410,387000,1445,2892
3,3.25,1410,3.0,0,0,3,8,2005,0,52.9281,-114.53,1410,382000,1410,2506
3,2.0,1340,3.0,0,0,3,8,2008,0,52.9273,-114.54,1110,376000,1340,2768
2,1.0,1420,1.0,0,0,3,7,1956,0,52.6642,-114.385,1490,360000,1420,83755
3,2.25,1640,1.0,0,0,4,8,1972,0,52.7023,-114.311,1870,352000,1640,22100
3,1.75,1780,1.0,0,0,4,6,1979,0,53.0031,-114.087,1440,336900,1780,145661
4,2.5,1940,2.0,0,0,3,8,2003,0,52.6813,-114.309,1940,330000,1940,8283
3,2.25,1352,3.0,0,0,3,8,2007,0,52.9565,-114.505,1439,325000,1352,3081
4,1.5,1470,1.0,0,0,3,7,1976,0,52.5758,-114.138,1810,325000,1470,143137
3,2.25,998,2.0,0,0,3,7,2007,0,52.9283,-114.557,998,324000,998,2014
4,2.75,1970,1.0,0,0,3,8,1977,0,52.6724,-114.316,1980,323000,1970,14258
4,2.25,2310,2.0,0,0,3,8,1980,0,52.6679,-114.382,2310,320000,2310,15970
5,1.75,2320,1.0,0,0,4,7,1956,0,52.6931,-114.531,1410,315000,2320,15371
4,2.25,1930,1.0,0,0,3,7,1984,0,52.6398,-114.379,1714,312000,1930,14652
4,2.25,2130,1.0,0,0,4,7,1977,0,52.6782,-114.399,2300,311100,2130,16190
3,1.5,1060,1.0,0,0,4,7,1973,0,52.9613,-114.419,1420,303500,1060,20928
4,2.5,2000,1.0,0,0,4,7,1968,0,52.583,-114.484,1800,290000,2000,23110
3,1.75,1390,1.0,0,3,4,7,1912,0,52.7025,-114.392,1390,280950,1390,19575
4,2.0,2190,1.0,0,0,4,7,1977,0,52.5002,-114.48,2160,280000,2190,28878
3,1.5,1390,1.0,0,0,3,6,1922,2013,52.7903,-114.084,1440,275000,1390,93559
3,1.5,1500,1.0,0,0,5,7,1953,0,52.9576,-114.502,1420,270000,1500,12674
3,2.0,1690,1.0,0,0,4,7,1969,0,52.7125,-114.354,1690,270000,1690,19166
3,2.0,1920,1.0,0,0,4,7,1969,0,52.5392,-114.565,1920,260000,1920,15901
3,2.5,1420,1.0,0,0,4,7,1963,0,52.5961,-114.48,2060,260000,1420,23650
2,1.0,960,1.0,0,0,4,6,1984,0,52.5656,-114.692,1860,255000,960,57434
2,1.0,810,1.0,0,0,1,6,1928,0,52.719,-114.527,1440,255000,810,15960
3,2.5,1850,2.0,0,0,3,8,2003,0,52.6055,-114.326,2210,254000,1850,9597
3,1.0,1030,1.0,0,0,3,7,1947,0,52.9492,-114.51,1610,252500,1030,12254
3,1.75,1220,1.0,0,0,3,7,1962,0,52.7187,-113.974,1700,251000,1220,22501
4,3.0,2163,2.0,0,0,3,7,2006,0,52.5034,-114.441,1700,248000,2163,16026
3,1.0,1360,1.0,0,0,3,6,1977,0,52.5722,-114.243,1670,234950,1360,18423
3,2.5,2000,2.0,0,0,4,7,1992,0,52.5816,-114.247,1750,225000,2000,17029
4,1.0,1430,1.5,0,0,4,7,1983,0,52.5478,-114.364,1550,224500,1430,16293
2,1.5,1020,2.0,0,0,3,7,2004,0,52.934,-114.537,1020,212000,1020,5369
3,1.0,1160,1.0,0,0,4,7,1959,0,52.6131,-114.478,1480,201500,1160,16120
2,1.0,720,1.0,0,0,3,6,1950,0,52.7354,-114.451,1250,195000,720,25925
4,2.0,2520,1.0,0,0,3,8,1921,2007,52.9067,-114.54,1580,875000,2520,9720
5,2.75,3060,1.0,0,0,5,8,1979,0,52.7352,-114.562,2190,549900,3060,14615
3,2.5,1350,3.0,0,0,3,8,2006,0,52.7791,-114.577,1350,394950,1350,2136
3,2.5,2130,2.0,0,0,3,7,2003,0,52.5955,-114.217,1670,320000,2130,16514
4,1.0,1940,1.0,0,0,3,7,1962,0,52.6439,-114.398,1940,265000,1940,18372
4,2.5,2160,2.5,0,0,4,9,1902,0,52.8406,-114.5,1720,842500,2160,7581
3,2.5,1370,2.0,0,0,3,7,2007,0,52.7834,-114.572,1450,368000,1370,7350
5,2.75,3650,1.0,0,0,4,10,1975,0,52.8515,-114.414,3220,1580000,3650,39950
5,1.75,3380,1.0,0,0,4,8,1963,0,52.8695,-114.401,3260,1350000,3380,39830
4,3.5,3460,2.0,0,0,3,10,2004,0,52.9018,-114.519,1860,1320000,3460,7997
4,3.25,2330,2.0,0,3,3,9,1918,0,52.8564,-114.473,3880,1300000,2330,18704
4,3.75,3490,2.0,0,0,3,9,2012,0,52.8291,-114.39,1810,1260000,3490,17640
4,4.5,5420,1.0,0,0,3,11,2001,0,52.8861,-114.195,4760,1230000,5420,203860
4,2.25,3070,1.0,0,3,3,9,1976,0,52.7571,-114.418,3070,1230000,3070,35850
3,1.75,1560,1.5,1,4,4,6,1928,0,52.8079,-114.436,2890,1200000,1560,24788
3,2.5,3720,2.0,0,0,3,11,1982,0,52.866,-114.239,3530,1080000,3720,23487
4,3.75,3280,2.0,0,0,3,10,2008,0,52.9155,-114.391,2400,1050000,3280,19351
4,3.25,3270,2.0,0,0,3,9,2014,0,52.9266,-114.323,3600,1030000,3270,11012
3,2.5,2920,1.0,0,4,4,9,1954,1983,52.8099,-114.59,2480,1020000,2920,42460
5,3.0,4530,1.5,0,0,4,9,2003,0,53.0002,-114.256,3430,950000,4530,341945
4,2.25,3290,1.5,0,0,4,10,1968,0,52.7939,-114.406,3170,947500,3290,24658
3,2.75,2980,1.5,1,2,5,8,1917,0,52.6822,-114.568,1890,947500,2980,39658
4,2.75,3300,2.0,0,0,3,8,1953,0,52.8594,-114.408,3180,927000,3300,24329
3,2.0,2700,1.0,0,0,4,8,1962,0,52.9031,-114.517,1700,910000,2700,10710
4,3.25,4700,2.0,0,0,3,10,1978,0,52.8745,-114.357,3640,900000,4700,73983
4,2.5,2830,2.0,0,0,3,9,1995,0,52.8897,-114.48,1950,885000,2830,10000
3,3.25,2170,1.5,0,0,5,9,1928,1970,52.7965,-114.419,2720,876650,2170,33578
4,2.5,2350,1.5,0,0,4,8,1910,0,52.8905,-114.525,1750,870300,2350,6300
4,1.75,2350,1.0,0,0,4,8,1961,0,52.7692,-114.418,2240,850000,2350,22620
4,2.75,2600,1.5,0,0,3,7,1936,0,52.8713,-114.547,1960,840000,2600,6455
5,4.5,4630,2.0,0,0,3,9,2006,0,52.7682,-114.05,4420,809000,4630,13114
4,3.25,3680,2.0,0,0,3,9,2003,0,52.7667,-114.257,3620,788000,3680,11765
3,1.75,1720,1.0,0,0,3,9,1954,2014,52.8457,-114.48,2120,770000,1720,9188
4,2.5,3110,2.0,0,0,3,9,2004,0,52.931,-114.301,3200,751000,3110,12968
4,2.5,2980,2.0,0,0,3,9,2000,0,52.7745,-114.31,2980,750000,2980,11029
3,2.5,2620,2.0,0,0,3,9,1992,0,52.7823,-114.309,2850,746000,2620,17759
4,2.5,2760,1.5,0,0,5,7,1928,0,52.9026,-114.561,1850,734200,2760,10000
4,2.5,2670,2.0,0,0,4,9,1989,0,52.7927,-114.208,2560,690000,2670,24445
4,3.0,2400,1.0,0,0,4,7,1964,0,52.8946,-114.555,1520,675000,2400,7098
4,2.5,2550,1.0,0,0,3,8,1964,0,52.8508,-114.331,2270,660000,2550,18640
4,2.5,3040,2.0,0,0,3,8,1999,0,52.8373,-114.205,2790,647000,3040,14083
3,2.5,1570,3.0,0,0,3,8,2010,0,52.9158,-114.526,1570,635000,1570,4085
4,2.0,1770,2.0,0,0,5,7,1911,1981,52.8793,-114.591,1340,630000,1770,10166
3,1.5,1620,1.0,0,0,3,8,1954,0,52.9248,-114.584,1880,620000,1620,11730
2,1.75,2040,1.5,1,3,4,7,1919,1990,52.6279,-114.655,2040,615000,2040,39604
4,3.0,2110,1.5,0,2,4,7,1930,0,52.7495,-114.581,1380,610000,2110,10000
4,1.75,2120,1.0,0,1,3,7,1951,0,52.9264,-114.59,2070,582000,2120,11137
3,2.0,2560,1.0,0,0,3,8,1986,0,52.525,-114.276,2360,560000,2560,325240
4,2.25,2540,1.0,0,0,3,8,1990,0,52.949,-114.102,1780,540000,2540,287495
4,2.25,1800,1.0,0,0,4,8,1980,0,52.922,-114.374,2370,522000,1800,17246
4,1.75,1940,1.0,0,0,5,7,1922,0,52.8354,-114.504,1450,505000,1940,9600
4,2.5,2780,1.0,0,0,3,8,1978,0,52.9584,-114.406,2170,505000,2780,13859
2,2.25,1290,3.0,0,0,3,8,2007,0,52.9019,-114.572,1350,500000,1290,2668
3,1.0,980,1.0,0,0,3,7,1941,0,52.922,-114.498,1390,499950,980,12760
2,2.5,1230,2.0,0,0,3,8,2004,0,52.8492,-114.491,1240,490000,1230,2741
3,1.5,2020,1.0,0,0,4,6,1956,0,52.8941,-114.375,2370,465000,2020,20878
3,2.5,2010,2.0,0,0,3,8,2014,0,52.7817,-114.188,1690,453246,2010,3949
3,1.5,1770,1.0,0,0,3,8,1959,0,52.7959,-114.307,2450,450000,1770,34326
2,2.5,1480,3.0,0,0,3,7,2009,0,52.906,-114.311,1390,420000,1480,2706
3,2.25,2200,2.0,0,0,3,8,1987,0,52.6027,-114.241,2060,410000,2200,33842
4,2.5,2160,2.0,0,0,3,8,2010,0,52.5794,-114.232,2160,383000,2160,11778
5,3.0,2480,1.0,0,0,3,7,2004,0,52.7264,-114.453,2290,372500,2480,19990
2,2.5,980,2.0,0,0,3,8,2009,0,52.8174,-114.576,980,369000,980,1794
3,1.0,1280,1.0,0,0,3,7,1968,0,52.9977,-114.353,1290,368000,1280,19523
4,2.0,1730,1.0,0,0,5,7,1943,0,52.7604,-114.543,1080,360000,1730,10400
4,2.5,2380,2.0,0,0,4,7,1997,0,52.6282,-114.362,2310,357000,2380,15193
2,1.0,910,1.5,0,0,4,7,1906,0,52.7933,-114.479,1270,350000,910,8000
3,1.5,1720,1.5,0,0,4,7,1952,0,52.9835,-114.504,1590,341000,1720,14735
3,1.0,1080,1.0,0,0,4,7,1955,0,53.007,-114.497,1080,339000,1080,16200
3,2.5,1940,2.0,0,0,3,8,2004,0,52.6779,-114.31,2070,335000,1940,9819
5,3.0,2100,1.0,0,0,3,7,2013,0,52.7166,-114.509,2100,330000,2100,12507
3,1.75,1440,1.0,0,0,3,7,1951,0,52.9428,-114.496,1500,315275,1440,16080
5,2.25,2180,2.0,0,0,3,7,1986,0,52.5951,-114.241,1880,302000,2180,16462
2,1.5,830,2.0,0,0,3,7,2005,0,52.7806,-114.571,1120,301500,830,6155
2,1.75,1360,1.0,0,0,3,7,1975,0,52.9595,-114.549,1830,300000,1360,14866
3,1.0,1830,1.0,0,0,3,7,1942,0,52.9739,-114.418,2150,270000,1830,20209
2,1.0,1290,2.0,0,0,3,7,2008,0,52.9268,-114.215,1290,265000,1290,5456
2,1.0,1220,1.0,0,0,3,6,1910,0,52.8027,-114.562,1540,255000,1220,5500
1,1.0,810,1.0,0,0,5,7,1941,0,52.7488,-114.566,980,235000,810,3649
3,1.0,990,1.0,0,0,4,7,1966,0,52.6857,-114.371,1260,225000,990,17072
3,1.5,1350,1.0,0,0,5,6,1941,0,52.6865,-114.54,1350,211000,1350,15240
